Ensaio	Data	Ordem	Rep	Bloco	Poligono	Linha	Pos/linha	Codigo	t	Alt (m)	Dap (cm)	Cod_Med
353	24-Nov-14	71	1873	1	1	4	15	77455	3.0	5.1		1
353	24-Nov-14	72	1873	1	1	4	16	102147062	3.0			3
353	24-Nov-14	73	1873	1	1	4	17	9999	3.0			1
353	24-Nov-14	74	1873	1	1	4	18	100074002	3.0	7.4		1
353	24-Nov-14	75	1873	1	1	4	19	9999	3.0			1
353	24-Nov-14	76	1873	1	1	5	1	102140062	3.0	5.5		1
353	24-Nov-14	77	1873	1	1	5	2	9999	3.0			1
353	24-Nov-14	78	1873	1	1	5	3	9999	3.0			1
353	24-Nov-14	79	1873	1	1	5	4	9999	3.0			1
353	24-Nov-14	80	1873	1	1	5	5	100942016	3.0	9.0		1
353	24-Nov-14	81	1873	1	1	5	6	85003	3.0	5.7		1
353	24-Nov-14	82	1873	1	1	5	7	102145061	3.0			4
353	24-Nov-14	83	1873	1	1	5	8	77368	3.0	7.6		1
353	24-Nov-14	84	1873	1	1	5	9	77052	3.0	6.7		1
353	24-Nov-14	85	1873	1	1	5	10	85006	3.0	2.9		1
353	24-Nov-14	86	1873	1	1	5	11	102146063	3.0	4.1		1
353	24-Nov-14	87	1873	1	1	5	12	85002	3.0	3.1		1
353	24-Nov-14	88	1873	1	1	5	13	102115062	3.0	6.8		1
353	24-Nov-14	89	1873	1	1	5	14	9999	3.0			1
353	24-Nov-14	90	1873	1	1	5	15	100890020	3.0	5.8		1
353	24-Nov-14	91	1873	1	1	5	16	82204	3.0	5.4		1
353	24-Nov-14	92	1873	1	1	5	17	77000	3.0	7.1		1
353	24-Nov-14	93	1873	1	1	5	18	82241	3.0	4.5		1
353	24-Nov-14	94	1873	1	1	5	19	82405	3.0	6.4		1
353	24-Nov-14	95	1873	1	1	5	20	77013	3.0	5.0		1
353	24-Nov-14	96	1873	1	1	6	1	9999	3.0			1
353	24-Nov-14	97	1873	1	1	6	2	102142062	3.0	4.9		1
353	24-Nov-14	98	1873	1	1	6	3	82465	3.0	8.4		1
353	24-Nov-14	99	1873	1	1	6	4	102041039	3.0	8.1		1
353	24-Nov-14	100	1873	1	1	6	5	100830008	3.0	7.6		1
353	24-Nov-14	101	1873	1	1	6	6	102108062	3.0	7.8		1
353	24-Nov-14	102	1873	1	1	6	7	102051028	3.0	6.3		1
353	24-Nov-14	103	1873	1	1	6	8	100834009	3.0	8.9		1
353	24-Nov-14	104	1873	1	1	6	9	1206	3.0	6.5		1
353	24-Nov-14	105	1873	1	1	6	10	1088	3.0	7.0		1
353	24-Nov-14	106	1873	1	1	6	11	102106062	3.0	4.5		1
353	24-Nov-14	107	1873	1	1	6	12	100109021	3.0	6.6		1
353	24-Nov-14	108	1873	1	1	6	13	102122164	3.0	5.6		1
353	24-Nov-14	109	1873	1	1	6	14	102110063	3.0			7
353	24-Nov-14	110	1873	1	1	6	15	9999	3.0			1
353	24-Nov-14	111	1873	1	1	6	16	83507	3.0	5.8		1
353	24-Nov-14	112	1873	1	1	6	17	100169022	3.0	5.4		1
353	24-Nov-14	113	1873	1	1	6	18	100785018	3.0	5.7		1
353	24-Nov-14	114	1873	1	1	6	19	9999	3.0			1
353	24-Nov-14	115	1873	1	1	6	20	77010	3.0	7.0		1
353	24-Nov-14	116	1873	1	1	6	21	7038	3.0	6.8		1
353	24-Nov-14	117	1874	1	1	7	1	77052	3.0	6.4		1
353	24-Nov-14	118	1874	1	1	7	2	1113	3.0	7.1		1
353	24-Nov-14	119	1874	1	1	7	3	9999	3.0			1
353	24-Nov-14	120	1874	1	1	7	4	77013	3.0	7.6		1
353	24-Nov-14	121	1874	1	1	7	5	77010	3.0	8.8		1
353	24-Nov-14	122	1874	1	1	7	6	100840012	3.0	6.3		1
353	24-Nov-14	123	1874	1	1	7	7	85005	3.0	7.4		1
353	24-Nov-14	124	1874	1	1	7	8	100850028	3.0	7.3		1
353	24-Nov-14	125	1874	1	1	7	9	100830008	3.0	6.2		1
353	24-Nov-14	126	1874	1	1	7	10	83507	3.0	6.6		1
353	24-Nov-14	127	1874	1	1	7	11	85002	3.0	5.1		1
353	24-Nov-14	128	1874	1	1	7	12	9999	3.0			1
353	24-Nov-14	129	1874	1	1	7	13	77000	3.0	7.0		1
353	24-Nov-14	130	1874	1	1	7	14	82243	3.0	4.9		1
353	24-Nov-14	131	1874	1	1	7	15	102147063	3.0	2.6		1
353	24-Nov-14	132	1874	1	1	7	16	77352	3.0	4.0		1
353	24-Nov-14	133	1874	1	1	7	17	102051028	3.0	4.6		1
353	24-Nov-14	134	1874	1	1	7	18	77191	3.0	8.6		1
353	24-Nov-14	135	1874	1	1	7	19	85006	3.0	1.6		1
353	24-Nov-14	136	1874	1	1	7	20	77451	3.0	4.2		1
353	24-Nov-14	137	1874	1	1	7	21	102041039	3.0	6.6		1
353	24-Nov-14	138	1874	1	1	7	22	77368	3.0	6.4		1
353	24-Nov-14	139	1874	1	1	8	1	77408	3.0	6.6		1
353	24-Nov-14	140	1874	1	1	8	2	9999	3.0			1
353	24-Nov-14	141	1874	1	1	8	3	82465	3.0	9.5		1
353	24-Nov-14	142	1874	1	1	8	4	82204	3.0	6.6		1
353	24-Nov-14	143	1874	1	1	8	5	77422	3.0	6.5		1
353	24-Nov-14	144	1874	1	1	8	6	100126020	3.0	6.8		1
353	24-Nov-14	145	1874	1	1	8	7	100074002	3.0	7.9		1
353	24-Nov-14	146	1874	1	1	8	8	102115063	3.0	8.0		1
353	24-Nov-14	147	1874	1	1	8	9	100826049	3.0	7.0		1
353	24-Nov-14	148	1874	1	1	8	10	102041031	3.0	8.2		1
353	24-Nov-14	149	1874	1	1	8	11	77455	3.0	4.4		1
353	24-Nov-14	150	1874	1	1	8	12	100170003	3.0	5.9		1
353	24-Nov-14	151	1874	1	1	8	13	100109021	3.0	7.7		1
353	24-Nov-14	152	1874	1	1	8	14	102142063	3.0	4.0		1
353	24-Nov-14	153	1874	1	1	8	15	102106063	3.0	6.1		1
353	24-Nov-14	154	1874	1	1	8	16	77425	3.0			4
353	24-Nov-14	155	1874	1	1	8	17	82241	3.0	5.3		1
353	24-Nov-14	156	1874	1	1	8	18	102145062	3.0			4
353	24-Nov-14	157	1874	1	1	8	19	102120063	3.0	7.1		1
353	24-Nov-14	158	1874	1	1	8	20	1206	3.0			4
353	24-Nov-14	159	1874	1	1	8	21	1088	3.0	6.8		1
353	24-Nov-14	160	1874	1	1	9	1	100834009	3.0	6.9		1
353	24-Nov-14	161	1874	1	1	9	2	9999	3.0			1
353	24-Nov-14	162	1874	1	1	9	3	9999	3.0			1
353	24-Nov-14	163	1874	1	1	9	4	100169022	3.0	8.1		1
353	24-Nov-14	164	1874	1	1	9	5	102143062	3.0			4
353	24-Nov-14	165	1874	1	1	9	6	82405	3.0	8.6		1
353	24-Nov-14	166	1874	1	1	9	7	100942016	3.0	7.3		1
353	24-Nov-14	167	1874	1	1	9	8	7038	3.0	7.8		1
353	24-Nov-14	168	1874	1	1	9	9	102109159	3.0	5.3		1
353	24-Nov-14	169	1874	1	1	9	10	102122165	3.0	7.6		1
353	24-Nov-14	170	1874	1	1	9	11	85003	3.0	3.4		1
353	24-Nov-14	171	1874	1	1	9	12	100890020	3.0	8.0		1
353	24-Nov-14	172	1874	1	1	9	13	9999	3.0			1
353	24-Nov-14	173	1874	1	1	9	14	100785018	3.0	6.0		1
353	24-Nov-14	174	1874	1	1	9	15	102110064	3.0	8.0		1
353	24-Nov-14	175	1875	1	1	9	16	85005	3.0	7.2		1
353	24-Nov-14	176	1875	1	1	9	17	1088	3.0	5.6		1
353	24-Nov-14	177	1875	1	1	9	18	77408	3.0	5.7		1
353	24-Nov-14	178	1875	1	1	9	19	100109021	3.0	7.0		1
353	24-Nov-14	179	1875	1	1	9	20	100785018	3.0	6.9		1
353	24-Nov-14	180	1875	1	1	9	21	100850028	3.0	7.7		1
353	24-Nov-14	181	1875	1	1	9	22	9999	3.0			1
353	24-Nov-14	182	1875	1	1	9	23	82204	3.0	6.9		1
353	24-Nov-14	183	1876	1	1	9	24	82405	3.0	7.2		1
353	24-Nov-14	184	1876	1	1	9	25	100840012	3.0	7.4		1
353	24-Nov-14	185	1876	1	1	9	26	100126020	3.0	6.7		1
353	24-Nov-14	186	1876	1	1	9	27	100109021	3.0	7.0		1
353	24-Nov-14	187	1876	1	1	9	28	102041031	3.0	7.0		1
353	24-Nov-14	188	1876	1	1	9	29	77191	3.0	5.7		1
353	24-Nov-14	189	1876	1	1	9	30	83507	3.0	5.6		1
353	24-Nov-14	190	1875	1	1	10	1	100826049	3.0	6.1		1
353	24-Nov-14	191	1875	1	1	10	2	1113	3.0	7.7		1
353	24-Nov-14	192	1875	1	1	10	3	102147064	3.0	6.6		1
353	24-Nov-14	193	1875	1	1	10	4	102041039	3.0	7.7		1
353	24-Nov-14	194	1875	1	1	10	5	100170003	3.0	8.2		1
353	24-Nov-14	195	1875	1	1	10	6	77451	3.0	5.0		1
353	24-Nov-14	196	1875	1	1	10	7	9999	3.0			1
353	24-Nov-14	197	1875	1	1	10	8	85003	3.0	4.8		1
353	24-Nov-14	198	1875	1	1	10	9	100126020	3.0	7.1		1
353	24-Nov-14	199	1875	1	1	10	10	77455	3.0	4.5		1
353	24-Nov-14	200	1875	1	1	10	11	100834009	3.0	8.2		1
353	24-Nov-14	201	1875	1	1	10	12	102146065	3.0	6.5		1
353	24-Nov-14	202	1875	1	1	10	13	102122166	3.0	7.5		1
353	24-Nov-14	203	1875	1	1	10	14	102109160	3.0	7.0		1
353	24-Nov-14	204	1875	1	1	10	15	77368	3.0	7.7		1
353	24-Nov-14	205	1875	1	1	10	16	82405	3.0	8.0		1
353	24-Nov-14	206	1875	1	1	10	17	82241	3.0	4.4		1
353	24-Nov-14	207	1875	1	1	10	18	102041031	3.0	8.3		1
353	24-Nov-14	208	1875	1	1	10	19	85006	3.0	1.8		1
353	24-Nov-14	209	1875	1	1	10	20	100890020	3.0	5.9		1
353	24-Nov-14	210	1875	1	1	10	21	77010	3.0	6.6		1
353	24-Nov-14	211	1875	1	1	10	22	100840012	3.0	6.3		1
353	24-Nov-14	212	1875	1	1	10	23	9999	3.0			1
353	24-Nov-14	213	1876	1	1	10	24	100834009	3.0	8.9		1
353	24-Nov-14	214	1876	1	1	10	25	9999	3.0			1
353	24-Nov-14	215	1876	1	1	10	26	82204	3.0	5.2		1
353	24-Nov-14	216	1876	1	1	10	27	1088	3.0	5.4		1
353	24-Nov-14	217	1876	1	1	10	28	82465	3.0	7.2		1
353	24-Nov-14	218	1876	1	1	10	29	102109161	3.0	6.8		1
353	24-Nov-14	219	1876	1	1	10	30	102120065	3.0	7.9		1
353	24-Nov-14	220	1876	1	1	10	31	102110065	3.0	7.9		1
353	24-Nov-14	221	1876	1	1	10	32	77352	3.0	5.3		1
353	24-Nov-14	222	1875	1	1	11	1	82243	3.0	4.0		1
353	24-Nov-14	223	1875	1	1	11	2	85002	3.0	5.1		1
353	24-Nov-14	224	1875	1	1	11	3	100830008	3.0	6.7		1
353	24-Nov-14	225	1875	1	1	12	1	9999	3.0			0
353	24-Nov-14	226	1875	1	1	12	2	83507	3.0	6.4		1
353	24-Nov-14	227	1875	1	1	12	3	102142064	3.0	4.5		1
353	24-Nov-14	228	1875	1	1	12	4	77352	3.0	4.3		1
353	24-Nov-14	229	1875	1	1	12	5	7038	3.0	7.2		1
353	24-Nov-14	230	1875	1	1	12	6	77013	3.0	5.0		1
353	24-Nov-14	231	1875	1	1	12	7	1206	3.0	4.5		1
353	24-Nov-14	232	1875	1	1	12	8	102140064	3.0	4.1		1
353	24-Nov-14	233	1875	1	1	12	9	102143063	3.0			3
353	24-Nov-14	234	1875	1	1	12	10	77191	3.0	7.6		1
353	24-Nov-14	235	1875	1	1	12	11	77052	3.0	7.4		1
353	24-Nov-14	236	1875	1	1	12	12	102051028	3.0	7.1		1
353	24-Nov-14	237	1875	1	1	12	13	102108064	3.0	8.7		1
353	24-Nov-14	238	1875	1	1	12	14	77422	3.0	6.3		1
353	24-Nov-14	239	1875	1	1	12	15	9999	3.0			1
353	24-Nov-14	240	1875	1	1	12	16	100169022	3.0	7.0		1
353	24-Nov-14	241	1875	1	1	12	17	102115064	3.0	8.5		1
353	24-Nov-14	242	1875	1	1	12	18	100966064	3.0	7.5		1
353	24-Nov-14	243	1875	1	1	12	19	102106064	3.0	8.1		1
353	24-Nov-14	244	1875	1	1	12	20	82465	3.0	8.3		1
353	24-Nov-14	245	1875	1	1	12	21	77000	3.0	7.5		1
353	24-Nov-14	246	1875	1	1	12	22	9999	3.0			1
353	24-Nov-14	247	1875	1	1	12	23	9999	3.0			4
353	24-Nov-14	248	1875	1	1	12	24	100074002	3.0			4
353	24-Nov-14	249	1875	1	1	12	26	102110066	3.0	3.4		1
353	24-Nov-14	250	1876	1	1	12	25	102142065	3.0			4
353	24-Nov-14	251	1876	1	1	12	27	100966065	3.0	5.8		1
353	24-Nov-14	252	1876	1	1	12	28	100785018	3.0	6.2		1
353	24-Nov-14	253	1876	1	1	12	29	100170003	3.0	5.7		1
353	24-Nov-14	254	1876	1	1	12	30	1113	3.0	5.6		1
353	24-Nov-14	255	1876	1	1	12	31	102051028	3.0	5.2		1
353	24-Nov-14	256	1876	1	1	12	32	77408	3.0	4.7		1
353	24-Nov-14	257	1876	1	1	12	33	100169022	3.0	7.0		1
353	24-Nov-14	258	1876	1	1	12	34	9999	3.0			1
353	24-Nov-14	259	1876	1	1	13	1	77000	3.0	8.0		1
353	24-Nov-14	260	1876	1	1	13	2	100826049	3.0	6.3		1
353	24-Nov-14	261	1876	1	1	13	3	102140065	3.0	3.6		1
353	24-Nov-14	262	1876	1	1	13	4	100830008	3.0			7
353	24-Nov-14	263	1876	1	1	13	5	85006	3.0	1.8		1
353	24-Nov-14	264	1876	1	1	13	6	100890020	3.0	6.7		1
353	24-Nov-14	265	1876	1	1	13	7	1206	3.0	6.6		1
353	24-Nov-14	266	1876	1	1	13	8	77052	3.0	6.3		1
353	24-Nov-14	267	1876	1	1	13	9	77013	3.0	5.2		1
353	24-Nov-14	268	1876	1	1	13	10	102106065	3.0	6.9		1
353	24-Nov-14	269	1876	1	1	14	1	77422	3.0	5.8		1
353	24-Nov-14	270	1876	1	1	14	2	9999	3.0			1
353	24-Nov-14	271	1876	1	1	14	3	100942016	3.0	6.7		1
353	24-Nov-14	272	1876	1	1	14	4	85005	3.0			4
353	24-Nov-14	273	1876	1	1	14	5	82241	3.0	3.7		1
353	24-Nov-14	274	1876	1	1	14	6	77010	3.0	6.6		1
353	24-Nov-14	275	1876	1	1	14	7	9999	3.0			1
353	24-Nov-14	276	1876	1	1	14	8	77368	3.0	7.6		1
353	24-Nov-14	277	1876	1	1	14	9	102122167	3.0	6.5		1
353	24-Nov-14	278	1876	1	1	14	10	102108065	3.0	6.6		1
353	24-Nov-14	279	1876	1	1	14	11	85002	3.0	5.4		1
353	24-Nov-14	280	1876	1	1	15	1	102115065	3.0	5.4		1
353	24-Nov-14	281	1876	1	1	15	2	100074002	3.0	7.5		1
353	24-Nov-14	282	1876	1	1	15	3	77425	3.0	2.4		1
353	24-Nov-14	283	1876	1	1	15	4	9999	3.0			1
353	24-Nov-14	284	1876	1	1	15	5	9999	3.0			1
353	24-Nov-14	285	1876	1	1	15	6	102143064	3.0			4
353	24-Nov-14	286	1876	1	1	15	7	82243	3.0	4.8		1
353	24-Nov-14	287	1876	1	1	15	8	102041039	3.0	5.8		1
353	24-Nov-14	288	1876	1	1	15	9	102064011	3.0	4.6		1
353	24-Nov-14	289	1876	1	1	15	10	9999	3.0			1
353	24-Nov-14	290	1876	1	1	15	11	102145064	3.0	6.2		1
353	24-Nov-14	291	1876	1	1	15	12	102147065	3.0	7.6		1
353	24-Nov-14	292	1877	1	2	1	1	100785018	3.0	4.4		1
353	24-Nov-14	293	1877	1	2	1	2	85006	3.0	1.7		1
353	24-Nov-14	294	1877	1	2	1	3	77451	3.0	4.6		1
353	24-Nov-14	295	1877	1	2	1	4	102041031	3.0	7.4		1
353	24-Nov-14	296	1877	1	2	1	5	1088	3.0	7.0		1
353	24-Nov-14	297	1877	1	2	1	6	9999	3.0			1
353	24-Nov-14	298	1877	1	2	1	7	77052	3.0	6.4		1
353	24-Nov-14	299	1877	1	2	1	8	85002	3.0	4.0		1
353	24-Nov-14	300	1877	1	2	1	9	77368	3.0	4.3		1
353	24-Nov-14	301	1877	1	2	1	10	102108066	3.0	4.8		1
353	24-Nov-14	302	1877	1	2	1	11	82405	3.0	5.6		1
353	24-Nov-14	303	1877	1	2	1	12	100830008	3.0	4.6		1
353	24-Nov-14	304	1877	1	2	1	13	77000	3.0	5.9		1
353	24-Nov-14	305	1877	1	2	1	14	100850028	3.0	5.1		1
353	24-Nov-14	306	1877	1	2	1	15	102142066	3.0	4.9		1
353	24-Nov-14	307	1877	1	2	1	16	77425	3.0	3.4		1
353	24-Nov-14	308	1877	1	2	1	17	102122168	3.0	7.1		1
353	24-Nov-14	309	1877	1	2	1	18	82243	3.0	5.0		1
353	24-Nov-14	310	1877	1	2	2	1	102143065	3.0	3.2		1
353	24-Nov-14	311	1877	1	2	2	2	77408	3.0	4.2		1
353	24-Nov-14	312	1877	1	2	2	3	9999	3.0			1
353	24-Nov-14	313	1877	1	2	2	4	77191	3.0	6.8		1
353	24-Nov-14	314	1877	1	2	2	5	9999	3.0			1
353	24-Nov-14	315	1877	1	2	2	6	77352	3.0	4.5		1
353	24-Nov-14	316	1877	1	2	2	7	102147066	3.0	2.3		1
353	24-Nov-14	317	1877	1	2	2	8	102051028	3.0	6.2		1
353	24-Nov-14	318	1877	1	2	2	9	83507	3.0	6.2		1
353	24-Nov-14	319	1877	1	2	2	10	100840012	3.0	6.0		1
353	24-Nov-14	320	1877	1	2	2	11	7038	3.0			4
353	24-Nov-14	321	1877	1	2	2	12	9999	3.0			1
353	24-Nov-14	322	1877	1	2	2	13	102115066	3.0	4.4		1
353	24-Nov-14	323	1877	1	2	2	14	77013	3.0	4.4		1
353	24-Nov-14	324	1877	1	2	2	15	102041039	3.0	4.8		1
353	24-Nov-14	325	1877	1	2	2	16	102110067	3.0	5.8		1
353	24-Nov-14	326	1877	1	2	2	17	77422	3.0	4.8		1
353	24-Nov-14	327	1877	1	2	2	18	100890020	3.0	4.6		1
353	24-Nov-14	328	1877	1	2	2	19	102064011	3.0	4.7		1
353	24-Nov-14	329	1877	1	2	3	1	102109162	3.0	3.9		1
353	24-Nov-14	330	1877	1	2	3	2	82465	3.0	7.3		1
353	24-Nov-14	331	1877	1	2	3	3	100942016	3.0	5.9		1
353	24-Nov-14	332	1877	1	2	3	4	85003	3.0	4.1		1
353	24-Nov-14	333	1877	1	2	3	5	85005	3.0	4.7		1
353	24-Nov-14	334	1877	1	2	3	6	100126020	3.0	6.1		1
353	24-Nov-14	335	1877	1	2	3	7	100834009	3.0	6.4		1
353	24-Nov-14	336	1877	1	2	3	8	100170003	3.0	5.4		1
353	24-Nov-14	337	1877	1	2	3	9	102106066	3.0	6.5		1
353	24-Nov-14	338	1877	1	2	3	10	100109021	3.0	5.9		1
353	24-Nov-14	339	1877	1	2	3	11	1206	3.0	5.6		1
353	24-Nov-14	340	1877	1	2	3	12	100074002	3.0	5.9		1
353	24-Nov-14	341	1877	1	2	3	13	77010	3.0	3.2		1
353	24-Nov-14	342	1877	1	2	3	14	100966066	3.0			4
353	24-Nov-14	343	1877	1	2	3	15	77455	3.0	3.5		1
353	24-Nov-14	344	1877	1	2	3	16	82204	3.0	4.9		1
353	24-Nov-14	345	1877	1	2	3	17	102146067	3.0	3.9		1
353	24-Nov-14	346	1877	1	2	3	18	82241	3.0	4.3		1
353	24-Nov-14	347	1877	1	2	3	19	1113	3.0	5.3		1
353	24-Nov-14	348	1877	1	2	3	20	102120066	3.0	6.1		1
353	24-Nov-14	349	1877	1	2	3	21	100826049	3.0	4.7		1
353	24-Nov-14	350	1878	1	2	4	1	82465	3.0	5.6		1
353	24-Nov-14	351	1878	1	2	4	2	77408	3.0	4.2		1
353	24-Nov-14	352	1878	1	2	4	3	100126020	3.0	5.7		1
353	24-Nov-14	353	1878	1	2	4	4	77052	3.0	3.8		1
353	24-Nov-14	354	1878	1	2	4	5	102122169	3.0	6.7		1
353	24-Nov-14	355	1878	1	2	4	6	100850028	3.0	6.0		1
353	24-Nov-14	356	1878	1	2	4	7	85003	3.0	4.1		1
353	24-Nov-14	357	1878	1	2	4	8	77425	3.0	4.8		1
353	24-Nov-14	358	1878	1	2	4	9	1088	3.0	6.2		1
353	24-Nov-14	359	1878	1	2	4	10	102109163	3.0	2.6		1
353	24-Nov-14	360	1878	1	2	4	11	102142067	3.0	4.6		1
353	24-Nov-14	361	1878	1	2	4	12	100074002	3.0			4
353	24-Nov-14	362	1878	1	2	4	13	100966067	3.0	6.4		1
353	24-Nov-14	363	1878	1	2	4	14	9999	3.0			1
353	24-Nov-14	364	1878	1	2	4	15	9999	3.0			1
353	24-Nov-14	365	1878	1	2	4	16	77013	3.0	5.0		1
353	24-Nov-14	366	1878	1	2	4	17	9999	3.0			1
353	24-Nov-14	367	1878	1	2	4	18	102106067	3.0	5.1		1
353	24-Nov-14	368	1878	1	2	4	19	100169022	3.0	5.3		1
353	24-Nov-14	369	1878	1	2	4	20	7038	3.0	3.8		1
353	24-Nov-14	370	1878	1	2	4	21	82204	3.0	4.3		1
353	24-Nov-14	371	1878	1	2	4	22	100890020	3.0	5.5		1
353	24-Nov-14	372	1878	1	2	5	1	102110068	3.0	5.1		1
353	24-Nov-14	373	1878	1	2	5	2	102108067	3.0	6.0		1
353	24-Nov-14	374	1878	1	2	5	3	102041039	3.0	6.2		1
353	24-Nov-14	375	1878	1	2	5	4	1206	3.0	4.3		1
353	24-Nov-14	376	1878	1	2	5	5	100109021	3.0	5.4		1
353	24-Nov-14	377	1878	1	2	5	6	82243	3.0	4.2		1
353	24-Nov-14	378	1878	1	2	5	7	100942016	3.0	5.2		1
353	24-Nov-14	379	1878	1	2	5	8	9999	3.0			1
353	24-Nov-14	380	1878	1	2	5	9	9999	3.0			1
353	24-Nov-14	381	1878	1	2	5	10	9999	3.0			1
353	24-Nov-14	382	1878	1	2	5	11	9999	3.0			1
353	24-Nov-14	383	1878	1	2	5	12	77010	3.0	8.0		1
353	24-Nov-14	384	1878	1	2	5	13	100170003	3.0	7.3		1
353	24-Nov-14	385	1878	1	2	5	14	100834009	3.0	6.8		1
353	24-Nov-14	386	1878	1	2	5	15	102064011	3.0	4.9		1
